Account,Account Name,Category,Date,Description,Expense Amount,Notes,Payee,SubCategory,Type,Value,budget_date
,'Current,,01/12/2015 00:00,'SOAS,,,,,D/D,-3,
,'Current,,01/12/2015 00:00,'H3G,,,,,D/D,-21.41,
,'Current,,02/12/2015 00:00,"'9285 01DEC15 C , SUBWAY , CITY ROAD LON GB",,,,,POS,-5.99,
,'Current,,02/12/2015 00:00,"'9285 01DEC15 C , PIZZA BUZZ , 2B WORSHIP ST GB",,,,,POS,-16.4,
,'Current,,02/12/2015 00:00,"'9285 01DEC15 , WWW.JOHNLEWIS.COM , 03456 049 049 GB",,,,,POS,-1079,
,'Current,,03/12/2015 00:00,"'9285 30NOV15 , UDEMY INC. , +14156025987 IE",,,,,POS,-8,
,'Current,,03/12/2015 00:00,"'9285 30NOV15 , UDEMY INC. , +14156025987 IE",,,,,POS,-8,
,'Current,,03/12/2015 00:00,"'9285 02DEC15 C , SUBWAY , CITY ROAD LON GB",,,,,POS,-7.48,
,'Current,,03/12/2015 00:00,"'9285 02DEC15 C , CO-OP GROUP 600322, STEPNEY GB",,,,,POS,-5.39,
,'Current,,04/12/2015 00:00,"'9285 03DEC15 , AMAZON UK , MARKETPLACE , 800-279-6620 LU",,,,,POS,-28.33,
,'Current,,04/12/2015 00:00,"'9285 03DEC15 C , SUBWAY , CITY ROAD LON GB",,,,,POS,-5.99,
,'Current,,04/12/2015 00:00,"'9285 03DEC15 , CO-OP GROUP 600322, STEPNEY GB",,,,,POS,-10.58,
,'Current,,07/12/2015 00:00,"'CONTRACTOR UMBRE L, NO REF , FP 07/12/15 1614 , MF00894BF214CB5800",,,,,BAC,1153.57,
,'Current,,07/12/2015 00:00,'19NOV A/C 10651269,,,,,INT,-1.81,
,'Current,,07/12/2015 00:00,'19NOV A/C 10651269,,,,,CHG,-12.95,
,'Current,,07/12/2015 00:00,"'CALL REF.NO. 2187 , SPICERHAART , FP 07/12/15 10 , 60123743439036000R",,,,,DPC,-1300,
,'Current,,07/12/2015 00:00,"'9285 04DEC15 , GOOGLE , *SVCSAPPS_MOTIO , 303-245-0086 IE",,,,,POS,-3.3,
,'Current,,07/12/2015 00:00,"'9285 04DEC15 , SOUND , LONDON GB",,,,,POS,-34,
,'Current,,07/12/2015 00:00,"'9285 05DEC15 , JOHN LEWIS , STRATFORD GB",,,,,POS,-25,
,'Current,,07/12/2015 00:00,"'9285 05DEC15 C , SACAT MARKS AND , SPENCER , LONDON GB",,,,,POS,-17.6,
,'Current,,07/12/2015 00:00,"'9285 05DEC15 , CURRYS DIGITAL , STRATFORD GB",,,,,POS,-109.99,
,'Current,,07/12/2015 00:00,"'9285 05DEC15 C , M AND S SIMPLY FOOD - , SSP , VICTORIA2STN GB",,,,,POS,-24.7,
,'Current,,07/12/2015 00:00,"'9285 05DEC15 , DNH*GODADDY.COM , EUROPE , GODADDY.COM GB",,,,,POS,-5.99,
,'Current,,07/12/2015 00:00,"'9285 04DEC15 C , PIZZA BUZZ , 2B WORSHIP ST GB",,,,,POS,-7.83,
,'Current,,07/12/2015 00:00,"'9285 05DEC15 , TFL CYCLE HIRE , BRAHAM STREET GB",,,,,POS,-4,
,'Current,,07/12/2015 00:00,"'9285 06DEC15 , GOOGLE *COMMERCE , LTD , GOOGLE.COM/CH GB",,,,,POS,-9.99,
,'Current,,07/12/2015 00:00,"'9285 06DEC15 C , SIMPLY FRESH , LONDON GB",,,,,POS,-20.24,
,'Current,,08/12/2015 00:00,"'9285 08DEC15 , MUBI , LONDON GB",,,,,POS,-4.99,
,'Current,,08/12/2015 00:00,"'9285 07DEC15 C , SUBWAY , CITY ROAD LON GB",,,,,POS,-5.69,
,'Current,,08/12/2015 00:00,'UNICEF UK,,,,,D/D,-4,
,'Current,,09/12/2015 00:00,"'9285 08DEC15 , MUDMEE THAI RESTAU, LONDON E1 GB",,,,,POS,-19.7,
,'Current,,10/12/2015 00:00,"'9285 09DEC15 C , SUBWAY , CITY ROAD LON GB",,,,,POS,-6.98,
,'Current,,14/12/2015 00:00,"'9285 11DEC15 , GIVEWELL , 6462332035 US , USD 5.00, VRATE 1.5105, FGN PUR FEE 1.00",,,,,POS,-4.31,
,'Current,,14/12/2015 00:00,"'9285 11DEC15 , BB *RAINFOREST , TRUST , 8004564930 US , USD 5.00, VRATE 1.5105, FGN PUR FEE 1.00",,,,,POS,-4.31,
,'Current,,14/12/2015 00:00,"'9285 13DEC15 , 447581427540 , FEE GB",,,,,POS,-20.17,
,'Current,,14/12/2015 00:00,"'9285 12DEC15 C , TFL.GOV.UK/CP , TFL TRAVEL CH GB",,,,,POS,-1.5,
,'Current,,14/12/2015 00:00,"'9285 12DEC15 C , PAPERCHASE , STRATFORD GB",,,,,POS,-3,
Rbs,'Current,Food/Groceries,14/12/2015 00:00,"'9285 13DEC15 C , CO-OP GROUP PETROL, BOW ROAD GB",-8.58,,,Groceries,POS,-8.58,13/12/2015
,'Current,,14/12/2015 00:00,"'9285 12DEC15 C , M AND S SIMPLY FOOD - , SSP , LIVERPOOL ST GB",,,,,POS,-8.25,
Rbs,'Current,Food/Groceries,14/12/2015 00:00,"'9285 12DEC15 , NEWSPOINT , (STRATFORD) , LONDON GB",-5.17,,,Snack / Sweets,POS,-5.17,12/12/2015
Rbs,'Current,Food/Groceries,14/12/2015 00:00,"'9285 12DEC15 C , TORTILLA WESTFIELD, STR , LONDON GB",-16.7,,,Restaurant/Fast food,POS,-16.7,12/12/2015
Rbs,'Current,Entertainment,14/12/2015 00:00,"'9285 12DEC15 C , SACAT MARKS AND , SPENCER , LONDON GB",-12,,,Night Out,POS,-12,12/12/2015
Rbs,'Current,Misc/One-time,14/12/2015 00:00,"'9285 12DEC15 , LEGO STORE , STRATFORD CTY GB",-4.99,,,Gifts/Charity,POS,-4.99,12/12/2015
,'Current,,14/12/2015 00:00,"'9285 12DEC15 C , CO-OP GROUP PETROL, BOW ROAD GB",,,,,POS,-7.9,
,'Current,,14/12/2015 00:00,"'9285 11DEC15 C , SIMPLY FRESH , LONDON GB",,,,,POS,-12.47,
Rbs,'Current,Salary ,15/12/2015 00:00,'ELSEVIER LTD,2982.97,,,,BAC,2982.97,16/12/2015
Rbs,'Current,Departmental,15/12/2015 00:00,"'9285 14DEC15 , CURRYS DIGITAL , LONDON GB",-34.98,,,Electronics,POS,-34.98,14/12/2015
,'Current,,15/12/2015 00:00,"'9285 14DEC15 C , SUBWAY , CITY ROAD LON GB",,,,,POS,-5.5,
,'Current,,15/12/2015 00:00,"'9285 14DEC15 , HACHE BURGER , CONNOISSE , LONDON EC2A 3 GB",,,,,POS,-72.69,
Rbs,'Current,Car/Auto,15/12/2015 00:00,"'9285 14DEC15 , CYCLE SURGERY , LONDON EC1Y GB",-69.98,,,Bike,POS,-69.98,14/12/2015
,'Current,,15/12/2015 00:00,'OXFAM DD,,,,,D/D,-3,
Rbs,'Current,Food/Groceries,18/12/2015 00:00,"'9285 16DEC15 , TESCO STORES-2092",-7.5,,,Groceries,IBP,-7.5,16/12/2015
,'Current,,18/12/2015 00:00,'OVO ENERGY,,,,,D/D,-44,
,'Current,,21/12/2015 00:00,'LBTH COUNCIL TAX,,,,,D/D,-98,
,'Current,,22/12/2015 00:00,"'0707 21DEC15 , GOOGLE *NOODLECAKE, GOOGLE.COM/CH GB",,,,,POS,-1.79,
,'Current,,23/12/2015 00:00,"'0707 22DEC15 , WASABI FINSBURY , PAVEME , LONDON GB",,,,,POS,-4.45,
,'Current,,24/12/2015 00:00,"'0707 23DEC15 , TRAINLINE , 03332 022 222 LU",,,,,POS,-60.5,
,'Current,,24/12/2015 00:00,"'0707 23DEC15 , 447825314092 , FEE GB",,,,,POS,-53,
